user_id	item_id	neg_items
1236	8324	[3204, 8324, 4362, 3993, 4646, 6952, 4264, 687, 560, 6979, 460, 7122, 5333, 1376, 8043, 7662, 3056, 4081, 1787, 639]
1237	7282	[3728, 8214, 1442, 3248, 6198, 3389, 5949, 7629, 8654, 5583, 2000, 7776, 1387, 8174, 5743, 7025, 7282, 4340, 6518, 4600]
1238	2654	[4738, 4871, 8465, 2328, 3500, 8368, 8627, 1468, 7999, 6596, 2503, 5450, 6858, 3543, 6108, 2654, 8158, 8686, 8564, 6390]
1239	6343	[5891, 8199, 5910, 3614, 1696, 1185, 5666, 36, 684, 5697, 3782, 6343, 331, 7763, 4694, 8535, 2146, 8558, 7664, 6769]
1240	4324	[7937, 5513, 2186, 1935, 6551, 5660, 4256, 1569, 547, 7478, 7872, 2624, 578, 2881, 2246, 8391, 7267, 4324, 8425, 6522]
1241	5338	[5378, 4887, 2071, 7454, 2990, 7863, 4412, 3390, 7234, 2758, 200, 8651, 7891, 3796, 8660, 5338, 4327, 6380, 3697, 1145]
1242	4482	[5376, 4482, 2181, 6539, 1332, 3770, 6724, 8389, 3782, 1617, 1236, 8279, 343, 2527, 2784, 6506, 2670, 8310, 1654, 8061]
1243	8412	[8583, 7190, 4119, 2199, 4900, 7468, 5809, 7865, 8378, 962, 2244, 8518, 3148, 5711, 3034, 8412, 7013, 4085, 117, 7804]
1244	7051	[3462, 1930, 7051, 7057, 5157, 6059, 5298, 7862, 1721, 5569, 7490, 4675, 7627, 1241, 4703, 8427, 3315, 3700, 8185, 2046]
1245	5322	[4995, 6538, 7954, 5523, 150, 8086, 7579, 7709, 6010, 4256, 7587, 5036, 4535, 5322, 8283, 1384, 8682, 8685, 628, 762]
1246	6808	[3328, 135, 7444, 6808, 7581, 5664, 5409, 8628, 7358, 1216, 3650, 4423, 841, 5453, 5713, 6742, 2009, 4969, 8169, 2166]
1247	6095	[7808, 7057, 5530, 6044, 7580, 1056, 4265, 3500, 7088, 6204, 6095, 1231, 5848, 2009, 2011, 8668, 8679, 103, 1399, 4604]
1248	3888	[8591, 7962, 6046, 8610, 7982, 3759, 3888, 8124, 4544, 8520, 7497, 6729, 1481, 1487, 6480, 730, 1243, 993, 3443, 8310]
1249	4184	[7043, 6288, 3228, 8227, 3371, 6446, 6706, 3762, 5181, 3776, 583, 712, 8396, 4184, 5595, 741, 3687, 2792, 6896, 6140]
1250	8556	[7043, 8587, 6929, 5524, 5143, 7579, 7854, 308, 7350, 2618, 3389, 8510, 5439, 4421, 716, 2000, 8280, 7008, 6243, 8556]
1251	7875	[7053, 8214, 156, 7069, 6179, 6964, 7478, 2362, 3643, 2624, 3522, 7875, 4162, 4051, 5716, 3158, 8174, 6518, 8445, 254]
1252	8280	[3585, 8321, 3338, 1931, 4242, 2707, 7450, 7965, 7585, 6322, 8372, 6198, 7352, 4931, 2122, 4300, 7502, 8280, 1887, 7675]
1253	79	[8576, 5129, 2836, 8086, 8233, 4398, 3889, 4659, 1988, 79, 6096, 8532, 4445, 5342, 8413, 8682, 7919, 1648, 8572, 8574]
1254	7346	[6402, 3076, 390, 4999, 3334, 7704, 3992, 7965, 7460, 4653, 7346, 6725, 8389, 463, 8662, 5338, 1114, 3820, 2543, 4478]
1255	8486	[5376, 2178, 8585, 7185, 2836, 5023, 8486, 5034, 6957, 6318, 1843, 6579, 2869, 6069, 7482, 7994, 8511, 849, 7020, 511]
1256	8389	[6402, 1797, 6665, 8478, 5919, 8350, 6703, 5167, 6705, 7223, 7875, 1732, 8389, 6089, 1887, 7265, 7414, 761, 8571, 3839]
1257	8618	[3584, 4742, 2310, 3213, 8352, 8353, 8618, 2622, 7106, 5447, 8276, 7252, 5851, 8543, 1641, 3050, 6636, 6518, 1787, 2046]
1258	7745	[6669, 2324, 5920, 1198, 4410, 5822, 7745, 4801, 6977, 6353, 8660, 8666, 8169, 8555, 3820, 5233, 1010, 6258, 4600, 1917]
1259	8418	[8074, 6410, 2578, 3730, 7577, 1433, 7592, 7232, 6849, 7623, 713, 2122, 2893, 8412, 862, 8418, 2415, 5104, 5238, 4087]
1260	5242	[1799, 8587, 6820, 5924, 2731, 6446, 8622, 1329, 949, 2229, 7616, 1104, 4178, 2650, 6243, 3440, 4598, 8440, 5242, 7803]
1261	7478	[8071, 1291, 4627, 8479, 3488, 3875, 7341, 8493, 6580, 7478, 6327, 7739, 1345, 6224, 8412, 8676, 7145, 5740, 8557, 7933]
1262	8354	[1556, 8348, 6305, 8354, 3363, 548, 6962, 4411, 6473, 1865, 5323, 1749, 4057, 4441, 6621, 3808, 4704, 2788, 7655, 5361]
1263	8453	[8453, 8071, 5132, 6032, 1060, 2854, 1577, 3782, 3659, 8013, 7802, 7515, 476, 3814, 2157, 7664, 8305, 6774, 4090, 4219]
1264	8425	[7808, 7683, 8585, 6538, 1553, 5655, 1948, 1460, 7228, 573, 2494, 7490, 7757, 4559, 8658, 478, 8425, 6262, 763, 5117]
1265	1899	[4993, 8453, 5382, 2329, 1056, 2978, 2485, 7478, 5053, 2881, 3019, 3917, 5339, 8287, 1894, 5994, 1899, 5871, 6647, 8443]
1266	8543	[8322, 8199, 2442, 7054, 6559, 6053, 6449, 700, 7162, 966, 3536, 3667, 4698, 8412, 8543, 7391, 4070, 1772, 1521, 3322]
1267	8516	[6280, 6671, 6545, 5014, 8088, 1947, 5923, 8363, 3635, 2487, 4024, 1215, 8516, 1876, 7509, 4567, 8537, 6635, 3056, 6266]
1268	7875	[8456, 3976, 4623, 3985, 5404, 2852, 8620, 3768, 6073, 3899, 6205, 1726, 7875, 3013, 6726, 8401, 8159, 7528, 3699, 759]
1269	2690	[1792, 3329, 2690, 6924, 2324, 535, 6808, 8348, 682, 5166, 6071, 1335, 8396, 8025, 5978, 6621, 8684, 7665, 8562, 3322]
1270	7664	[5634, 7302, 7570, 7322, 285, 4652, 3249, 3258, 5826, 7875, 7128, 1634, 2276, 7664, 5619, 757, 6134, 8568, 379, 2301]
1271	6446	[8451, 7683, 3464, 8331, 6544, 8088, 8224, 6316, 6446, 7982, 7729, 8124, 8381, 8656, 6107, 6114, 1252, 8293, 7664, 8564]
1272	7391	[8199, 5896, 520, 6033, 8471, 4904, 8491, 6578, 6708, 5827, 5450, 8654, 79, 6992, 7122, 7391, 5602, 4326, 492, 4087]
1273	8680	[8583, 394, 3850, 4882, 3233, 6568, 5302, 8130, 6854, 6727, 463, 4178, 5603, 3046, 8680, 1518, 8046, 6768, 8058, 7164]
1274	8564	[8453, 6542, 8462, 2454, 1559, 6681, 7198, 6707, 6583, 3901, 8145, 6866, 6871, 5851, 7136, 4331, 622, 8564, 7158, 6780]
1275	1619	[8327, 6537, 6544, 7190, 3485, 4001, 306, 7739, 3648, 3783, 3400, 6478, 1619, 8408, 7770, 4319, 2276, 8174, 7806, 3199]
1276	5616	[8323, 8324, 6532, 8460, 6578, 5692, 4804, 8654, 8015, 4945, 1490, 2277, 5479, 7403, 5616, 3058, 7668, 5880, 1274, 1787]
1277	5851	[7048, 1160, 4384, 3878, 6576, 5430, 8124, 3134, 6721, 7875, 6851, 8389, 4300, 3414, 8407, 5851, 8412, 6636, 4719, 5887]
1278	8363	[8453, 4107, 1559, 795, 2721, 4901, 6950, 7592, 8363, 6321, 7862, 4671, 7232, 4159, 3930, 1756, 1501, 4062, 3050, 8184]
1279	6926	[6016, 4492, 6926, 3086, 2594, 1444, 4652, 4929, 967, 1993, 1871, 7761, 4561, 356, 2920, 1000, 5482, 2418, 1910, 3838]
1280	8389	[5376, 4878, 2079, 8224, 8353, 3363, 7331, 5296, 8124, 8389, 5317, 6597, 2378, 2904, 7003, 5615, 7154, 8062, 123, 3326]
1281	8353	[5376, 8324, 2952, 8331, 1168, 4753, 1942, 4122, 7578, 8353, 7859, 5047, 7106, 8011, 6604, 4057, 8167, 8040, 8300, 4469]
1282	5899	[5899, 2193, 6940, 285, 3233, 802, 426, 8251, 3902, 7102, 8389, 6213, 851, 7766, 2392, 8154, 8669, 1118, 6624, 3059]
1283	8683	[4864, 7311, 1043, 6047, 4023, 4151, 8377, 7101, 3134, 8389, 5445, 5064, 4300, 8658, 6374, 6247, 8683, 1140, 7924, 635]
1284	6489	[2176, 8584, 523, 1164, 6673, 7955, 3635, 4154, 1851, 3773, 6722, 8662, 598, 6489, 8174, 6895, 2801, 1907, 7673, 8186]
1285	8683	[8320, 8064, 8324, 7048, 4109, 7846, 6705, 1843, 4540, 8279, 473, 6369, 7521, 8682, 8683, 5359, 6650, 6139, 8444, 2045]
1286	7619	[8071, 3089, 281, 5274, 8222, 1958, 553, 4663, 7994, 7619, 5964, 2125, 6099, 5724, 865, 2535, 8684, 7285, 2806, 1784]
1287	8324	[6785, 8324, 268, 7832, 7962, 7201, 299, 5298, 1083, 3776, 7619, 2897, 6099, 4442, 3034, 8666, 746, 2667, 2797, 3825]
1288	8465	[6531, 5125, 7174, 7051, 8465, 3990, 8473, 5425, 2233, 7228, 3776, 7619, 6727, 3791, 6879, 229, 2535, 1784, 4476, 767]
1289	6666	[5376, 6785, 8579, 2950, 6536, 6666, 4235, 8353, 420, 7346, 6453, 7862, 315, 2363, 6860, 6477, 7639, 738, 4707, 5354]
1290	8619	[2, 7941, 7434, 4623, 8090, 3879, 8619, 1917, 7214, 5423, 1858, 5195, 8534, 8280, 2013, 7267, 996, 4198, 2933, 3837]
1291	5606	[8453, 1546, 8074, 8218, 7840, 4133, 5285, 3879, 7592, 7207, 6976, 6478, 213, 860, 2143, 5606, 5999, 3954, 373, 8058]
1292	5337	[7830, 5401, 8606, 6559, 7848, 6578, 1976, 5562, 3271, 5836, 5453, 6478, 7375, 8656, 721, 5337, 4454, 6643, 5109, 3961]
1293	8655	[5508, 5125, 6282, 7694, 8079, 5652, 6299, 29, 4776, 6957, 7349, 7478, 6204, 4668, 2118, 8391, 8655, 7770, 4842, 4728]
1294	7190	[2563, 6410, 6035, 7190, 302, 8238, 7357, 7623, 7497, 841, 4684, 7884, 3414, 2775, 5851, 8412, 2782, 3044, 8047, 2686]
1295	3787	[5890, 8606, 4897, 5153, 8483, 430, 5040, 3777, 8518, 2120, 3787, 7375, 6244, 6756, 4966, 231, 7917, 6769, 5238, 119]
1296	8543	[5889, 7302, 1290, 7832, 3361, 38, 6950, 7593, 4796, 318, 6209, 1865, 3540, 8543, 876, 2926, 2674, 5876, 118, 1913]
1297	3819	[8453, 8074, 779, 1810, 2578, 1060, 3876, 5160, 6576, 7862, 7223, 4675, 4805, 2255, 6993, 5212, 5727, 3819, 4593, 3455]
1298	5516	[5516, 2072, 6556, 7973, 5030, 7214, 4654, 3504, 7624, 6092, 3152, 6488, 3164, 8541, 6753, 3812, 1637, 1125, 8555, 2286]
1299	8480	[3201, 8480, 8609, 4256, 8615, 2855, 6826, 4524, 4282, 7875, 8389, 3781, 6864, 7513, 8159, 3044, 8680, 5352, 3691, 4345]
1300	8606	[6402, 3335, 6299, 8606, 6951, 40, 4522, 4400, 5810, 2747, 8127, 2888, 8400, 6098, 7125, 477, 4972, 2159, 1017, 7679]
1301	8670	[8196, 2574, 3732, 3749, 5545, 6826, 6958, 1582, 6322, 8371, 1843, 3645, 8670, 7265, 7394, 7652, 2789, 8682, 2159, 4081]
1302	8203	[3331, 7048, 8203, 2572, 3093, 5270, 1561, 1440, 7468, 6446, 7858, 6325, 7226, 8518, 6480, 8166, 8685, 2928, 7675, 7167]
1303	8394	[273, 2067, 6824, 6198, 7607, 8506, 6972, 6076, 8394, 7502, 8658, 4051, 3417, 7653, 2789, 5989, 8682, 4844, 6639, 763]
1304	8403	[902, 3976, 1289, 2954, 7824, 6806, 5143, 8478, 4255, 2212, 43, 4280, 4419, 5575, 8263, 1232, 8403, 8280, 2917, 6527]
1305	5548	[3470, 2448, 6934, 3225, 410, 4767, 2339, 7587, 7592, 5548, 1857, 2506, 3659, 3914, 6606, 7256, 6624, 868, 617, 8684]
1306	7812	[7812, 7690, 8588, 4520, 6700, 6839, 8508, 8518, 6343, 3928, 8165, 1896, 4587, 4461, 3438, 3694, 8560, 3312, 7664, 7036]
1307	8655	[2195, 7190, 7321, 8127, 7363, 5836, 8655, 721, 5337, 7391, 8547, 2276, 5482, 3563, 7278, 5366, 8311, 7033, 7162, 6012]
1308	4579	[0, 6146, 2953, 2701, 6288, 7704, 4506, 3873, 5667, 6822, 8360, 3497, 1066, 3650, 5064, 4431, 8272, 6491, 4579, 8041]
1309	7754	[8453, 5382, 19, 6808, 28, 1060, 4646, 6956, 8505, 4416, 6081, 8514, 7754, 7245, 4061, 2917, 7664, 7154, 5364, 7802]
1310	3163	[8448, 8204, 1550, 6683, 2599, 6186, 8625, 3659, 6862, 2255, 5721, 3163, 4059, 5472, 3819, 3693, 2671, 7154, 3958, 1015]
1311	8675	[7808, 3609, 6949, 8618, 6970, 2622, 1989, 5447, 7248, 6741, 90, 4826, 8668, 8543, 8675, 100, 1130, 7020, 2161, 7418]
1312	6053	[4992, 4736, 2563, 3460, 8071, 1422, 6053, 8360, 8363, 2479, 4531, 6580, 3637, 6721, 6098, 8412, 8543, 4450, 7278, 8059]
1313	1961	[3585, 7172, 268, 6540, 278, 1961, 3498, 5813, 7733, 2743, 3138, 2501, 6862, 977, 2131, 7640, 4441, 3056, 7283, 3828]
1314	6435	[2313, 924, 4000, 6435, 8492, 3757, 3119, 6064, 6457, 6202, 8513, 7875, 8389, 8143, 6485, 1877, 7128, 3430, 5609, 8683]
1315	6741	[8448, 1931, 8463, 8238, 687, 6068, 2879, 197, 6472, 6347, 4301, 5839, 6741, 3161, 7130, 2397, 8679, 8300, 8558, 116]
1316	7664	[5382, 2057, 1034, 7821, 7182, 2073, 3228, 8483, 1601, 5444, 8394, 3925, 1878, 2019, 6888, 4461, 1007, 7664, 8052, 376]
1317	8680	[5505, 150, 2971, 5163, 2222, 7215, 6447, 6579, 6202, 8252, 8128, 6594, 5713, 473, 1628, 8058, 8680, 4977, 1782, 5626]
1318	2373	[8331, 7193, 7578, 2970, 3755, 2478, 4143, 7474, 2743, 2373, 2245, 3783, 1097, 6863, 977, 5843, 6873, 1252, 487, 2281]
1319	8408	[6785, 2313, 5526, 4632, 6188, 1968, 7862, 968, 7754, 1099, 1870, 8654, 8401, 6356, 8408, 474, 3298, 2675, 7926, 1404]
1320	7875	[6789, 8456, 7946, 6668, 5910, 5919, 4521, 6064, 3768, 184, 3517, 8253, 7875, 6343, 1615, 8662, 7640, 8543, 5984, 4200]
1321	5692	[5761, 3713, 3459, 653, 656, 5272, 6430, 2334, 2472, 5033, 820, 5692, 6591, 6083, 723, 5213, 8159, 3820, 3697, 3583]
1322	6095	[7945, 6952, 6957, 5298, 6066, 829, 4162, 450, 8648, 7884, 7502, 6095, 4051, 5848, 5980, 5341, 3942, 8558, 5360, 5887]
1323	1524	[8324, 5125, 7176, 2955, 8465, 1061, 6951, 6187, 4652, 6972, 2496, 1993, 1738, 8655, 8659, 8682, 3441, 1524, 3574, 4735]
1324	8685	[5378, 6275, 6535, 5134, 2706, 5270, 4663, 6342, 2248, 8012, 5715, 7771, 734, 8418, 6630, 2667, 8685, 5876, 7543, 4479]
1325	8654	[2952, 6921, 4616, 1931, 5395, 405, 6806, 4011, 6958, 8247, 2234, 1993, 7756, 8654, 8024, 4314, 3808, 8167, 1384, 4721]
1326	6424	[5633, 4865, 5778, 7190, 6424, 7578, 8606, 8478, 3763, 5836, 2893, 7757, 220, 6500, 8293, 6127, 6005, 8310, 6649, 8061]
1327	8324	[8324, 1805, 7832, 6812, 3613, 5919, 5668, 4773, 6313, 5161, 1216, 5701, 5832, 3278, 2897, 7514, 2551, 2681, 4859, 7421]
1328	7982	[8324, 4506, 794, 4252, 1698, 7982, 5300, 5946, 5437, 2640, 8656, 1490, 3681, 6639, 2032, 4210, 3699, 4469, 7675, 7679]
1329	8086	[3, 5257, 7312, 6931, 2963, 8086, 536, 7962, 8221, 8617, 7728, 3768, 3017, 8394, 3164, 4217, 8162, 1637, 6265, 6015]
1330	8607	[5124, 404, 8607, 6434, 5297, 2875, 6722, 8389, 4183, 5851, 3036, 8157, 4957, 8679, 1641, 3307, 2667, 2801, 8058, 3583]
1331	3135	[5762, 774, 6550, 7704, 6810, 1050, 8222, 8493, 6322, 7991, 1723, 6204, 4799, 8384, 3135, 5320, 7509, 754, 8311, 8572]
1332	8594	[6529, 4363, 782, 8594, 8353, 8618, 5293, 942, 1712, 4020, 7478, 5942, 2362, 8130, 4804, 8648, 8655, 3311, 8443, 510]
1333	8500	[2566, 7440, 8594, 7835, 3611, 2331, 929, 7850, 4524, 7346, 8500, 8507, 1980, 7102, 7487, 2118, 7889, 5719, 8680, 6765]
1334	8324	[1539, 8324, 6533, 8458, 6672, 7832, 6554, 3230, 6558, 1843, 56, 8644, 7245, 3278, 7125, 8283, 8414, 6511, 3825, 6131]
1335	7592	[8325, 8581, 7563, 2194, 3221, 6943, 7592, 5936, 3891, 7862, 3128, 3389, 6722, 4420, 2900, 8662, 2905, 7265, 2174, 1791]
1336	8232	[7556, 6021, 7689, 7561, 3870, 8232, 6184, 6705, 8506, 7875, 4420, 3017, 3279, 8148, 4440, 7128, 8667, 8416, 4461, 5373]
1337	5512	[5512, 3466, 907, 5524, 942, 6575, 5166, 817, 1459, 581, 6738, 6741, 4694, 1880, 8411, 3164, 988, 8421, 8682, 8567]
1338	8618	[513, 14, 8212, 1942, 6179, 3497, 8618, 6722, 8648, 1737, 976, 8153, 3418, 8412, 8543, 3814, 2794, 8558, 2298, 6908]
1339	7176	[8067, 6151, 7176, 8201, 7188, 7586, 942, 5552, 7875, 1990, 8394, 3450, 5969, 983, 8668, 8042, 4844, 4465, 1146, 1406]
1340	7612	[8077, 4122, 5532, 5414, 8501, 7612, 5694, 8394, 3660, 7502, 4051, 1237, 5207, 7400, 3049, 8425, 4721, 5751, 763, 7549]
1341	123	[6658, 2068, 8483, 3503, 5297, 7858, 4919, 3512, 7865, 6978, 2893, 7757, 7637, 8153, 5851, 731, 5992, 8681, 5363, 123]
1342	8429	[7041, 2057, 8210, 2081, 7716, 7081, 8623, 1864, 1617, 5462, 5079, 7770, 4059, 861, 5853, 8429, 3437, 4975, 3441, 6011]
1343	8560	[1415, 7321, 2599, 6332, 6084, 7125, 7511, 8282, 3163, 8413, 3166, 8541, 1376, 7655, 3693, 8301, 2159, 8560, 5498, 8572]
1344	8196	[8196, 1808, 8086, 1831, 7596, 8500, 8629, 3893, 6587, 5318, 1355, 8666, 6239, 5346, 617, 3948, 8303, 2291, 2420, 1017]
1345	8546	[774, 7435, 7579, 6950, 7213, 4925, 446, 7891, 8311, 3415, 6241, 8546, 7522, 8165, 3563, 2156, 6389, 1911, 5500, 4862]
1346	6888	[7040, 7429, 2952, 2191, 4113, 5398, 410, 4256, 5299, 7605, 7875, 4549, 974, 3536, 6992, 1501, 6888, 8174, 6895, 8442]
1347	2310	[2310, 2320, 8084, 6817, 804, 7468, 6445, 7598, 6703, 5306, 3518, 3781, 1355, 3661, 5978, 352, 5089, 7652, 1512, 8562]
1348	8389	[6402, 8201, 1682, 6419, 7965, 7713, 4642, 5157, 6184, 1193, 2731, 2991, 8369, 8389, 4300, 7131, 8539, 7649, 5867, 6253]
1349	40	[8331, 7318, 7590, 40, 6057, 7084, 8493, 8110, 687, 6962, 4027, 7616, 8656, 8283, 3422, 6116, 104, 7147, 621, 5109]
1350	7478	[5906, 5272, 7324, 7072, 4387, 7847, 7478, 4158, 8127, 1992, 6984, 7891, 4694, 8669, 4450, 3563, 6769, 5366, 8445, 7806]
1351	3768	[2177, 1154, 8466, 6291, 5915, 3359, 8502, 6583, 3383, 3768, 5304, 4671, 3135, 6084, 1093, 7252, 4699, 4703, 5857, 8307]
1352	195	[3848, 5262, 7694, 1182, 1442, 7733, 7861, 3768, 4415, 2368, 1729, 195, 8405, 7897, 8159, 3305, 8425, 3691, 8685, 3324]
1353	6447	[5120, 6792, 7190, 1175, 4639, 4776, 6316, 6447, 7228, 2111, 1348, 4934, 3271, 6217, 1487, 2384, 6099, 2132, 6628, 1277]
1354	6130	[5248, 8594, 6293, 3995, 7458, 932, 6964, 8118, 8261, 4806, 7247, 466, 7768, 8668, 6109, 8679, 5483, 6130, 2170, 7292]
1355	150	[5770, 6157, 1809, 150, 5527, 5270, 7579, 3500, 690, 3769, 318, 7872, 6209, 4039, 1484, 8662, 2649, 1505, 8560, 7163]
1356	8471	[8471, 7704, 6426, 3102, 8223, 6823, 1583, 6066, 5432, 7228, 2494, 450, 8520, 588, 8272, 6610, 1492, 8666, 2932, 895]
1357	5390	[8327, 7690, 5390, 2590, 7202, 3363, 3621, 8498, 4275, 690, 8253, 5198, 4818, 7891, 8157, 8159, 6116, 8307, 632, 5881]
1358	2920	[5120, 8324, 7704, 8088, 1950, 8223, 5542, 4907, 8110, 1971, 573, 7490, 6603, 975, 8414, 4963, 2920, 8558, 2932, 2036]
1359	8448	[8448, 7810, 8451, 901, 8589, 1305, 2458, 3612, 1827, 2991, 5807, 6703, 7615, 8640, 7875, 8389, 3145, 8654, 8539, 8562]
1360	8682	[2703, 6812, 2212, 8363, 6958, 8506, 7875, 1604, 6089, 8394, 4684, 7507, 614, 4457, 8682, 4593, 6258, 2296, 7547, 8574]
1361	4321	[3329, 2690, 4106, 1305, 2465, 2990, 4662, 8252, 6478, 5972, 6742, 2135, 8541, 4321, 2657, 4709, 1512, 8306, 888, 8058]
1362	8453	[8453, 8328, 4744, 275, 2333, 4768, 8354, 553, 7603, 2047, 8518, 3783, 3529, 210, 6099, 1490, 486, 8310, 7805, 7295]
1363	4497	[4878, 4497, 1043, 8614, 6825, 4017, 8118, 8511, 7234, 3530, 4179, 3796, 7768, 733, 1501, 2020, 8683, 1523, 3578, 2684]
1364	8500	[1668, 8071, 5903, 6041, 4890, 3870, 8234, 7858, 8500, 8377, 1977, 6722, 79, 7523, 4838, 8679, 6507, 7281, 6644, 3957]
1365	8606	[6144, 8071, 8206, 8335, 8086, 8606, 1703, 4904, 8487, 44, 6715, 7363, 3271, 5836, 600, 8672, 1249, 4323, 1765, 5237]
1366	3586	[3586, 2564, 7952, 3856, 1811, 8219, 2360, 8640, 705, 8403, 8533, 8668, 8158, 5730, 7914, 4075, 7662, 5487, 3068, 2429]
1367	4804	[6529, 7305, 8460, 2847, 6177, 4513, 4643, 2730, 6839, 4804, 6098, 6999, 8667, 7391, 7273, 7278, 7662, 4854, 118, 1787]
1368	4164	[8324, 1671, 8339, 1045, 1185, 7721, 5426, 3508, 6972, 7740, 7490, 7747, 4164, 7623, 7245, 5079, 5471, 6368, 7140, 8058]
1369	8511	[5376, 3457, 3458, 1281, 7041, 2309, 5771, 2718, 3755, 7601, 5566, 8511, 6720, 6467, 8654, 8143, 6507, 8431, 8311, 7419]
1370	7400	[8585, 786, 7582, 8096, 4395, 7854, 6322, 7862, 2235, 8252, 7227, 7502, 7762, 8662, 7394, 2022, 7400, 7918, 2543, 7932]
1371	7391	[3331, 7813, 2574, 8465, 3730, 8603, 5412, 6053, 8255, 6467, 1356, 6108, 7391, 8033, 4972, 8556, 1772, 5486, 5875, 5109]
1372	25	[8205, 5135, 3732, 25, 6943, 7584, 3873, 5410, 2858, 8109, 1596, 3903, 8129, 3278, 8401, 5971, 2515, 6489, 4975, 2163]
1373	6748	[8453, 3979, 4367, 4372, 2971, 7326, 5669, 4006, 5802, 8252, 7235, 975, 1489, 2260, 87, 6748, 5214, 7533, 7026, 5878]
1374	5878	[6019, 3211, 8336, 7447, 7067, 4528, 2482, 7862, 5303, 7739, 3902, 7766, 5603, 2535, 8679, 8180, 5878, 8318, 4219, 1662]
1375	8086	[4864, 1665, 905, 8086, 8475, 5788, 5789, 8606, 8352, 6950, 5177, 189, 192, 7378, 5972, 7267, 8165, 3050, 8306, 7162]
1376	8071	[8071, 4618, 8335, 8213, 6557, 8222, 4772, 3503, 1585, 1337, 7994, 8648, 6217, 3912, 8649, 2893, 3154, 2143, 4716, 6255]
1377	4811	[6145, 8324, 5770, 5524, 2463, 4653, 1333, 7616, 5057, 4038, 3656, 7369, 4811, 8396, 3278, 1880, 4718, 3441, 1266, 8445]
1378	6344	[2695, 520, 5001, 521, 429, 6193, 6339, 5062, 967, 6344, 4812, 7376, 2903, 5340, 7517, 5857, 8676, 8679, 6903, 760]
1379	2238	[2442, 2583, 7067, 4513, 8618, 6708, 3901, 3390, 2238, 2244, 8140, 6611, 7638, 2914, 8674, 8546, 8300, 8558, 5876, 4090]
1380	8013	[130, 7060, 3352, 4133, 6694, 942, 4654, 967, 6985, 8013, 336, 7507, 2008, 7142, 5606, 2542, 3823, 6130, 5877, 7420]
1381	7521	[6930, 7193, 922, 7581, 159, 7594, 6955, 6447, 953, 7872, 4548, 8389, 7880, 4300, 4176, 7521, 8685, 1523, 885, 5242]
1382	7899	[7683, 7067, 2459, 3504, 7858, 5427, 5941, 3899, 7100, 7228, 4795, 1090, 7880, 7899, 3164, 7267, 6119, 8046, 3189, 1660]
1383	474	[2688, 7046, 7817, 7945, 8203, 3981, 6299, 5546, 3891, 2743, 4667, 6336, 2114, 7754, 6863, 8401, 474, 5212, 4072, 2288]
1384	7302	[7555, 7302, 3082, 3088, 8214, 7965, 8480, 6435, 6703, 7352, 5708, 3661, 3037, 3806, 1634, 7400, 8041, 3948, 2675, 8568]
1385	8280	[3840, 6532, 1413, 8324, 3211, 1827, 8484, 7479, 5303, 1875, 7891, 5333, 8280, 1376, 3174, 8043, 4717, 6644, 885, 8574]
1386	2310	[2310, 263, 780, 4622, 5141, 6044, 7965, 286, 8353, 8360, 5554, 4155, 1596, 4165, 849, 8276, 4187, 3038, 375, 4472]
1387	4774	[2176, 8064, 4616, 8584, 3210, 6927, 3728, 2339, 4774, 942, 5679, 713, 7883, 983, 8418, 617, 8682, 7281, 4081, 2935]
1388	4975	[5637, 3730, 420, 4908, 8494, 8378, 5194, 5834, 6604, 6740, 6232, 5724, 6506, 5227, 8174, 4975, 3566, 7025, 8564, 1272]
1389	7883	[3358, 671, 3500, 5548, 428, 3762, 7615, 5698, 6722, 7363, 2758, 4168, 7883, 3660, 6483, 2649, 8668, 1630, 4323, 7664]
1390	7891	[4736, 7554, 5001, 8460, 8333, 7948, 539, 6303, 2610, 3256, 3778, 3922, 7891, 1238, 8667, 8161, 8676, 1652, 760, 5118]
1391	8086	[4610, 7043, 8324, 3080, 8073, 5519, 3087, 8086, 922, 3868, 4264, 297, 8625, 5434, 7616, 3273, 1000, 7145, 5490, 2418]
1392	6741	[1537, 5763, 7690, 7182, 3478, 6681, 5926, 6446, 3764, 1335, 7231, 3399, 2890, 4432, 6741, 5082, 988, 2012, 8564, 4347]
1393	8684	[1546, 8462, 8082, 3877, 6707, 182, 3447, 4041, 4813, 7124, 8311, 7131, 5729, 7273, 7148, 8684, 5999, 7415, 3835, 7676]
1394	8453	[8453, 904, 8203, 3093, 2203, 3997, 2206, 8618, 6447, 4292, 6862, 6751, 3170, 867, 7396, 8679, 7403, 3438, 6392, 4090]
1395	6837	[2304, 1550, 639, 8086, 1943, 6837, 7478, 4806, 6527, 3273, 3788, 8399, 6098, 864, 8556, 3057, 2418, 3192, 1790, 1663]
1396	4865	[4865, 524, 7190, 2973, 5166, 6705, 2484, 2487, 4410, 828, 8512, 4416, 2243, 7757, 5203, 1494, 5591, 2397, 8293, 7155]
1397	6496	[6286, 4497, 7957, 26, 7066, 290, 2731, 3247, 2230, 4811, 3668, 4187, 3166, 6496, 5861, 2927, 7665, 1523, 6389, 3705]
1398	1036	[4235, 1036, 3340, 1291, 6924, 8212, 4767, 8363, 5555, 1464, 8506, 315, 4927, 8516, 4427, 8280, 6641, 5618, 1525, 1915]
